id,state,county,rate
01117,Alabama,Shelby County,6.35
01119,Alabama,Sumter County,2.96
01121,Alabama,Talladega County,0.7
01123,Alabama,Tallapoosa County,8.86
01125,Alabama,Tuscaloosa County,2.07
01127,Alabama,Walker County,3.18
01129,Alabama,Washington County,7.3
01131,Alabama,Wilcox County,9.73
01133,Alabama,Winston County,0.66
02013,Alaska,Aleutians East Borough,1.87
02016,Alaska,Aleutians West Census Area,8.47
02020,Alaska,Anchorage Municipality,7.14
02050,Alaska,Bethel Census Area,2.51
02060,Alaska,Bristol Bay Borough,5.13
02068,Alaska,Denali Borough,4.65
02070,Alaska,Dillingham Census Area,1.65
02090,Alaska,Fairbanks North Star Borough,0.7
02100,Alaska,Haines Borough,2.8
02105,Alaska,Hoonah-Angoon Census Area,7.1
02110,Alaska,Juneau City and Borough,0.58
02122,Alaska,Kenai Peninsula Borough,9.13
02130,Alaska,Ketchikan Gateway Borough,1.52
02150,Alaska,Kodiak Island Borough,2.77
02158,Alaska,Kusilvak Census Area,7.4
02164,Alaska,Lake and Peninsula Borough,9.82
02170,Alaska,Matanuska-Susitna Borough,6.55
02180,Alaska,Nome Census Area,3.29
02185,Alaska,North Slope Borough,7.26
02188,Alaska,Northwest Arctic Borough,9.52
02195,Alaska,Petersburg Census Area,9.7
02198,Alaska,Prince of Wales-Hyder Census Area,3.33
02220,Alaska,Sitka City and Borough,3.34
02230,Alaska,Skagway Municipality,3.41
02240,Alaska,Southeast Fairbanks Census Area,2.01
02261,Alaska,Valdez-Cordova Census Area,8.03
02275,Alaska,Wrangell City and Borough,2.5
02282,Alaska,Yakutat City and Borough,4.41
02290,Alaska,Yukon-Koyukuk Census Area,4.76
04001,Arizona,Apache County,10
04003,Arizona,Cochise County,9.01
04005,Arizona,Coconino County,9.93
04007,Arizona,Gila County,0.41
04009,Arizona,Graham County,0.12
04011,Arizona,Greenlee County,9.33
04012,Arizona,La Paz County,4.89
04013,Arizona,Maricopa County,9.61
04015,Arizona,Mohave County,4.98
04017,Arizona,Navajo County,7.13
04019,Arizona,Pima County,7.68
04021,Arizona,Pinal County,7.21
04023,Arizona,Santa Cruz County,1.36
04025,Arizona,Yavapai County,2.11
04027,Arizona,Yuma County,1.01
05001,Arkansas,Arkansas County,0.71
05003,Arkansas,Ashley County,5.99
05005,Arkansas,Baxter County,6.99
05007,Arkansas,Benton County,1.87
05009,Arkansas,Boone County,4.75
05011,Arkansas,Bradley County,5.88
05013,Arkansas,Calhoun County,1.09
05015,Arkansas,Carroll County,2.3
05017,Arkansas,Chicot County,0.64
05019,Arkansas,Clark County,4.03
05021,Arkansas,Clay County,6.87
05023,Arkansas,Cleburne County,9.5
05025,Arkansas,Cleveland County,6.6
05027,Arkansas,Columbia County,0.1
05029,Arkansas,Conway County,2.33
05031,Arkansas,Craighead County,9.9
05033,Arkansas,Crawford County,8.48
05035,Arkansas,Crittenden County,0.68
05037,Arkansas,Cross County,1.44
05039,Arkansas,Dallas County,4.93
05041,Arkansas,Desha County,8.93
05043,Arkansas,Drew County,0.36
05045,Arkansas,Faulkner County,5.43
05047,Arkansas,Franklin County,7.75
05049,Arkansas,Fulton County,0.45
05051,Arkansas,Garland County,2.97
05053,Arkansas,Grant County,8.64
05055,Arkansas,Greene County,5.29
05057,Arkansas,Hempstead County,8.21
05059,Arkansas,Hot Spring County,5.7
05061,Arkansas,Howard County,4.39
05063,Arkansas,Independence County,9.66
05065,Arkansas,Izard County,7.03
05067,Arkansas,Jackson County,7.29
05069,Arkansas,Jefferson County,4.58
05071,Arkansas,Johnson County,9.6
05073,Arkansas,Lafayette County,9.34
05075,Arkansas,Lawrence County,7.55
05077,Arkansas,Lee County,1.55
05079,Arkansas,Lincoln County,9.18
05081,Arkansas,Little River County,9.36
05083,Arkansas,Logan County,5.43
05085,Arkansas,Lonoke County,1
05087,Arkansas,Madison County,9.06
05089,Arkansas,Marion County,4.57
05091,Arkansas,Miller County,2.03
05093,Arkansas,Mississippi County,8.56
05095,Arkansas,Monroe County,3.67
05097,Arkansas,Montgomery County,8.04
05099,Arkansas,Nevada County,5.65
05101,Arkansas,Newton County,8.47
05103,Arkansas,Ouachita County,9.75
05105,Arkansas,Perry County,9.87
05107,Arkansas,Phillips County,7.96
05109,Arkansas,Pike County,8.2
05111,Arkansas,Poinsett County,6.41
05113,Arkansas,Polk County,7.6
05115,Arkansas,Pope County,6.98
05117,Arkansas,Prairie County,9
05119,Arkansas,Pulaski County,9.87
05121,Arkansas,Randolph County,2.57
05123,Arkansas,St. Francis County,5.48
05125,Arkansas,Saline County,8.03
05127,Arkansas,Scott County,0.13
05129,Arkansas,Searcy County,6.53
05131,Arkansas,Sebastian County,2.61
05133,Arkansas,Sevier County,0.46
05135,Arkansas,Sharp County,7.14
05137,Arkansas,Stone County,3.49
05139,Arkansas,Union County,7.58
05141,Arkansas,Van Buren County,5.65
05143,Arkansas,Washington County,2.62
05145,Arkansas,White County,5.74
05147,Arkansas,Woodruff County,8.57
05149,Arkansas,Yell County,6.37
06001,California,Alameda County,6.1
06003,California,Alpine County,0.01
06005,California,Amador County,9.23
06007,California,Butte County,5.87
06009,California,Calaveras County,6.09
06011,California,Colusa County,4.68
06013,California,Contra Costa County,0.41
06015,California,Del Norte County,5.61
06017,California,El Dorado County,3.35
06019,California,Fresno County,8.53
06021,California,Glenn County,0.7
06023,California,Humboldt County,9.83
06025,California,Imperial County,6.12
06027,California,Inyo County,0.86
06029,California,Kern County,9.48
06031,California,Kings County,2.14
06033,California,Lake County,3.23
06035,California,Lassen County,4.1
06037,California,Los Angeles County,7.39
06039,California,Madera County,9.32
06041,California,Marin County,7.06
06043,California,Mariposa County,7.61
06045,California,Mendocino County,4.07
06047,California,Merced County,8.95
06049,California,Modoc County,0.89
06051,California,Mono County,9.65
06053,California,Monterey County,0.04
06055,California,Napa County,8.42
06057,California,Nevada County,2.62
06059,California,Orange County,1.98
06061,California,Placer County,8.26
06063,California,Plumas County,5.34
06065,California,Riverside County,5.68
06067,California,Sacramento County,6.59
06069,California,San Benito County,7.68
06071,California,San Bernardino County,1.84
06073,California,San Diego County,8.21
06075,California,San Francisco County,1.98
06077,California,San Joaquin County,7.06
06079,California,San Luis Obispo County,9.2
06081,California,San Mateo County,2.75
06083,California,Santa Barbara County,6.89
06085,California,Santa Clara County,9.9
06087,California,Santa Cruz County,4.94
06089,California,Shasta County,4.69
06091,California,Sierra County,9.09
06093,California,Siskiyou County,3.47
06095,California,Solano County,1.83
06097,California,Sonoma County,3.33
06099,California,Stanislaus County,4.62
06101,California,Sutter County,8.95
06103,California,Tehama County,0.37
06105,California,Trinity County,8.41
06107,California,Tulare County,1.43
06109,California,Tuolumne County,2.31
06111,California,Ventura County,5.33
06113,California,Yolo County,6.22
06115,California,Yuba County,4
08001,Colorado,Adams County,0.1
08003,Colorado,Alamosa County,0.74
08005,Colorado,Arapahoe County,9.08
08007,Colorado,Archuleta County,0.09
08009,Colorado,Baca County,3.84
08011,Colorado,Bent County,0.51
08013,Colorado,Boulder County,5.7
08014,Colorado,Broomfield County,1.6
08015,Colorado,Chaffee County,6.23
08017,Colorado,Cheyenne County,2.19
08019,Colorado,Clear Creek County,7.1
08021,Colorado,Conejos County,7.69
08023,Colorado,Costilla County,1.24
08025,Colorado,Crowley County,5.34
08027,Colorado,Custer County,7.88
08029,Colorado,Delta County,7.47
08031,Colorado,Denver County,8.98
08033,Colorado,Dolores County,6.8
08035,Colorado,Douglas County,2.67
08037,Colorado,Eagle County,1.49
08039,Colorado,Elbert County,3.44
08041,Colorado,El Paso County,3.58
08043,Colorado,Fremont County,3.41
08045,Colorado,Garfield County,2.93
08047,Colorado,Gilpin County,1.56
08049,Colorado,Grand County,3.13
08051,Colorado,Gunnison County,6.26
08053,Colorado,Hinsdale County,6.6
08055,Colorado,Huerfano County,9.93
08057,Colorado,Jackson County,3.23
08059,Colorado,Jefferson County,0.31
08061,Colorado,Kiowa County,5.18
08063,Colorado,Kit Carson County,4.24
08065,Colorado,Lake County,7.77
08067,Colorado,La Plata County,1.84
08069,Colorado,Larimer County,5.81
08071,Colorado,Las Animas County,2.02
08073,Colorado,Lincoln County,7.56
08075,Colorado,Logan County,9.48
08077,Colorado,Mesa County,4.56
08079,Colorado,Mineral County,8.09
08081,Colorado,Moffat County,5.79
08083,Colorado,Montezuma County,8.03
08085,Colorado,Montrose County,6.44
08087,Colorado,Morgan County,1.64
08089,Colorado,Otero County,8.32
08091,Colorado,Ouray County,0.8
08093,Colorado,Park County,2.6
08095,Colorado,Phillips County,2.85
08097,Colorado,Pitkin County,7.24
08099,Colorado,Prowers County,1.98
08101,Colorado,Pueblo County,1.55
08103,Colorado,Rio Blanco County,5.13
08105,Colorado,Rio Grande County,7.18
08107,Colorado,Routt County,7.16
08109,Colorado,Saguache County,2.9
08111,Colorado,San Juan County,5.78
08113,Colorado,San Miguel County,6.87
08115,Colorado,Sedgwick County,1.74
08117,Colorado,Summit County,7.39
08119,Colorado,Teller County,9.88
08121,Colorado,Washington County,5.49
08123,Colorado,Weld County,5.28
08125,Colorado,Yuma County,3.86
09001,Connecticut,Fairfield County,5.15
09003,Connecticut,Hartford County,1.98
09005,Connecticut,Litchfield County,4.62
09007,Connecticut,Middlesex County,8.76
09009,Connecticut,New Haven County,7.79
09011,Connecticut,New London County,2.04
09013,Connecticut,Tolland County,2.6
09015,Connecticut,Windham County,7.6
10001,Delaware,Kent County,2.15
10003,Delaware,New Castle County,1.24
10005,Delaware,Sussex County,3.62
11001,District of Columbia,District of Columbia,6.18
12001,Florida,Alachua County,9.66
12003,Florida,Baker County,5.12
12005,Florida,Bay County,8.23
12007,Florida,Bradford County,3.38
12009,Florida,Brevard County,9.12
12011,Florida,Broward County,2.32
12013,Florida,Calhoun County,3.45
12015,Florida,Charlotte County,3.45
12017,Florida,Citrus County,1.32
12019,Florida,Clay County,0.79
12021,Florida,Collier County,4.76
12023,Florida,Columbia County,0.32
12027,Florida,DeSoto County,1.92
12029,Florida,Dixie County,2.96
12031,Florida,Duval County,8.51
12033,Florida,Escambia County,7.5
12035,Florida,Flagler County,3.9
12037,Florida,Franklin County,9.92
12039,Florida,Gadsden County,1.4
12041,Florida,Gilchrist County,3.67
12043,Florida,Glades County,4.29
12045,Florida,Gulf County,6.14
12047,Florida,Hamilton County,4.11
12049,Florida,Hardee County,2.85
12051,Florida,Hendry County,3.03
12053,Florida,Hernando County,5.21
12055,Florida,Highlands County,4.97
12057,Florida,Hillsborough County,1.5
12059,Florida,Holmes County,9.73
12061,Florida,Indian River County,0.58
12063,Florida,Jackson County,4.54
12065,Florida,Jefferson County,0.44
12067,Florida,Lafayette County,6.76
12069,Florida,Lake County,1.46
12071,Florida,Lee County,2.12
12073,Florida,Leon County,2.75
12075,Florida,Levy County,5.07
12077,Florida,Liberty County,0.78
12079,Florida,Madison County,0.38
12081,Florida,Manatee County,7.03
12083,Florida,Marion County,7.78
12085,Florida,Martin County,2.47
12086,Florida,Miami-Dade County,9.16
12087,Florida,Monroe County,2.31
12089,Florida,Nassau County,0.02
12091,Florida,Okaloosa County,5.59
12093,Florida,Okeechobee County,8.79
12095,Florida,Orange County,6.06
12097,Florida,Osceola County,8.03
12099,Florida,Palm Beach County,0.5
12101,Florida,Pasco County,4.09
12103,Florida,Pinellas County,8.86
12105,Florida,Polk County,4.64
12107,Florida,Putnam County,9.67
12109,Florida,St. Johns County,8.58
12111,Florida,St. Lucie County,9.98
12113,Florida,Santa Rosa County,3.78
12115,Florida,Sarasota County,7
12117,Florida,Seminole County,0.97
12119,Florida,Sumter County,7.22
12121,Florida,Suwannee County,9.05
12123,Florida,Taylor County,0.13
12125,Florida,Union County,3.73
12127,Florida,Volusia County,3.77
12129,Florida,Wakulla County,3.86
12131,Florida,Walton County,3.17
12133,Florida,Washington County,4.01
13001,Georgia,Appling County,6.56
13003,Georgia,Atkinson County,8.05
13005,Georgia,Bacon County,2.96
13007,Georgia,Baker County,9.72
13009,Georgia,Baldwin County,3.19
13011,Georgia,Banks County,7.53
13013,Georgia,Barrow County,1.87
13015,Georgia,Bartow County,7.97
13017,Georgia,Ben Hill County,3.66
13019,Georgia,Berrien County,3.68
13021,Georgia,Bibb County,2.72
13023,Georgia,Bleckley County,6.18
13025,Georgia,Brantley County,1.36
13027,Georgia,Brooks County,3.44
13029,Georgia,Bryan County,1.37
13031,Georgia,Bulloch County,4.84
13033,Georgia,Burke County,2.27
13035,Georgia,Butts County,3.35
13037,Georgia,Calhoun County,0.93
13039,Georgia,Camden County,0.68
13043,Georgia,Candler County,0.35
13045,Georgia,Carroll County,8.94
13047,Georgia,Catoosa County,0.58
13049,Georgia,Charlton County,9.08
13051,Georgia,Chatham County,3.99
13053,Georgia,Chattahoochee County,5.8
13055,Georgia,Chattooga County,3.83
13057,Georgia,Cherokee County,6.51
13059,Georgia,Clarke County,5.7
13061,Georgia,Clay County,6
13063,Georgia,Clayton County,9.86
13065,Georgia,Clinch County,5.41
13067,Georgia,Cobb County,0.35
13069,Georgia,Coffee County,2.57
13071,Georgia,Colquitt County,9.64
13073,Georgia,Columbia County,5.7
13075,Georgia,Cook County,7.99
13077,Georgia,Coweta County,0.45
13079,Georgia,Crawford County,1.38
13081,Georgia,Crisp County,9.78
13083,Georgia,Dade County,0.68
13085,Georgia,Dawson County,9.61
13087,Georgia,Decatur County,0.14
13089,Georgia,DeKalb County,1.27
13091,Georgia,Dodge County,2.71
13093,Georgia,Dooly County,8.4
13095,Georgia,Dougherty County,7.11
13097,Georgia,Douglas County,9.64
13099,Georgia,Early County,0.59
13101,Georgia,Echols County,2.2
13103,Georgia,Effingham County,0.54
13105,Georgia,Elbert County,2.19
13107,Georgia,Emanuel County,3.29
13109,Georgia,Evans County,6.55
13111,Georgia,Fannin County,9.68
13113,Georgia,Fayette County,3.58
13115,Georgia,Floyd County,3.01
13117,Georgia,Forsyth County,6.7
13119,Georgia,Franklin County,4.77
13121,Georgia,Fulton County,5.46
13123,Georgia,Gilmer County,2.58
13125,Georgia,Glascock County,9.46
13127,Georgia,Glynn County,0.61
13129,Georgia,Gordon County,3.15
13131,Georgia,Grady County,8.31
13133,Georgia,Greene County,0.96
13135,Georgia,Gwinnett County,5.02
13137,Georgia,Habersham County,8.76
13139,Georgia,Hall County,3.73
13141,Georgia,Hancock County,8.18
13143,Georgia,Haralson County,0.87
13145,Georgia,Harris County,3.09
13147,Georgia,Hart County,8.28
13149,Georgia,Heard County,3.86
13151,Georgia,Henry County,3.18
13153,Georgia,Houston County,8.37
13155,Georgia,Irwin County,7.37
13157,Georgia,Jackson County,7.41
13159,Georgia,Jasper County,4.6
13161,Georgia,Jeff Davis County,4.46
13163,Georgia,Jefferson County,1.99
13165,Georgia,Jenkins County,4.89
13167,Georgia,Johnson County,8.35
13169,Georgia,Jones County,8.19
13171,Georgia,Lamar County,3.43
13173,Georgia,Lanier County,4.61
13175,Georgia,Laurens County,6.52
13177,Georgia,Lee County,0.36
13179,Georgia,Liberty County,3.46
13181,Georgia,Lincoln County,1.67
13183,Georgia,Long County,2.18
13185,Georgia,Lowndes County,9.7
13187,Georgia,Lumpkin County,6.62
13189,Georgia,McDuffie County,0.42
13191,Georgia,McIntosh County,0.35
13193,Georgia,Macon County,5.03
13195,Georgia,Madison County,6.47
13197,Georgia,Marion County,2.13
13199,Georgia,Meriwether County,1.64
13201,Georgia,Miller County,0.05
13205,Georgia,Mitchell County,0.49
13207,Georgia,Monroe County,8.92
13209,Georgia,Montgomery County,4.03
13211,Georgia,Morgan County,4.47
13213,Georgia,Murray County,2.06
13215,Georgia,Muscogee County,8.12
13217,Georgia,Newton County,0.88
13219,Georgia,Oconee County,0.51
13221,Georgia,Oglethorpe County,8.2
13223,Georgia,Paulding County,4.93
13225,Georgia,Peach County,8.12
13227,Georgia,Pickens County,2.78
13229,Georgia,Pierce County,1.97
13231,Georgia,Pike County,0.83
13233,Georgia,Polk County,2.88
13235,Georgia,Pulaski County,8.25
13237,Georgia,Putnam County,6.03
13239,Georgia,Quitman County,2.15
13241,Georgia,Rabun County,1.13
13243,Georgia,Randolph County,6.11
13245,Georgia,Richmond County,7.22
13247,Georgia,Rockdale County,7.64
13249,Georgia,Schley County,2.59
13251,Georgia,Screven County,1.95
13253,Georgia,Seminole County,6.48
13255,Georgia,Spalding County,0.8
13257,Georgia,Stephens County,7.37
13259,Georgia,Stewart County,4.92
13261,Georgia,Sumter County,6.91
13263,Georgia,Talbot County,8.18
13265,Georgia,Taliaferro County,3.32
13267,Georgia,Tattnall County,6.53
13269,Georgia,Taylor County,6.05
13271,Georgia,Telfair County,5.69
13273,Georgia,Terrell County,8.5
13275,Georgia,Thomas County,5.97
13277,Georgia,Tift County,9.72
13279,Georgia,Toombs County,9.4
13281,Georgia,Towns County,9.47
13283,Georgia,Treutlen County,0.64
13285,Georgia,Troup County,9.78
13287,Georgia,Turner County,8.04
13289,Georgia,Twiggs County,4.58
13291,Georgia,Union County,7.51
13293,Georgia,Upson County,5.64
13295,Georgia,Walker County,3.45
13297,Georgia,Walton County,6.32
13299,Georgia,Ware County,7.7
13301,Georgia,Warren County,8.05
13303,Georgia,Washington County,5.06
13305,Georgia,Wayne County,1.03
13307,Georgia,Webster County,5.64
13309,Georgia,Wheeler County,2.62
13311,Georgia,White County,0.96
13313,Georgia,Whitfield County,7.71
13315,Georgia,Wilcox County,9.93
13317,Georgia,Wilkes County,2.45
13319,Georgia,Wilkinson County,9.02
13321,Georgia,Worth County,4.85
15001,Hawaii,Hawaii County,4.57
15003,Hawaii,Honolulu County,7.69
15007,Hawaii,Kauai County,6.17
15009,Hawaii,Maui County,6.86
16001,Idaho,Ada County,9.41
16003,Idaho,Adams County,8.27
16005,Idaho,Bannock County,6.4
16007,Idaho,Bear Lake County,4.54
16009,Idaho,Benewah County,0.4
16011,Idaho,Bingham County,2.78
16013,Idaho,Blaine County,3.72
16015,Idaho,Boise County,7.03
16017,Idaho,Bonner County,9.09
16019,Idaho,Bonneville County,4.9
16021,Idaho,Boundary County,1.89
16023,Idaho,Butte County,3.94
16025,Idaho,Camas County,0.58
16027,Idaho,Canyon County,5.77
16029,Idaho,Caribou County,0.5
16031,Idaho,Cassia County,2.23
16033,Idaho,Clark County,1.3
16035,Idaho,Clearwater County,5.18
16037,Idaho,Custer County,10
16039,Idaho,Elmore County,2.31
16041,Idaho,Franklin County,8.72
16043,Idaho,Fremont County,9.02
16045,Idaho,Gem County,1.88
16047,Idaho,Gooding County,9.32
16049,Idaho,Idaho County,0.97
16051,Idaho,Jefferson County,1.88
16053,Idaho,Jerome County,1.41
16055,Idaho,Kootenai County,1.77
16057,Idaho,Latah County,1.44
16059,Idaho,Lemhi County,6.28
16061,Idaho,Lewis County,1.11
16063,Idaho,Lincoln County,8.43
16065,Idaho,Madison County,3.65
16067,Idaho,Minidoka County,3.63
16069,Idaho,Nez Perce County,5.54
16071,Idaho,Oneida County,3.3
16073,Idaho,Owyhee County,8.58
16075,Idaho,Payette County,1.14
16077,Idaho,Power County,2.24
16079,Idaho,Shoshone County,1.73
16081,Idaho,Teton County,3.16
16083,Idaho,Twin Falls County,7.41
16085,Idaho,Valley County,4.69
16087,Idaho,Washington County,9.25
17001,Illinois,Adams County,6.31
17003,Illinois,Alexander County,2.5
17005,Illinois,Bond County,6.39
17007,Illinois,Boone County,6.67
17009,Illinois,Brown County,6.05
17011,Illinois,Bureau County,5.43
17013,Illinois,Calhoun County,3.97
17015,Illinois,Carroll County,6.24
17017,Illinois,Cass County,7.78
17019,Illinois,Champaign County,2.09
17021,Illinois,Christian County,2.17
17023,Illinois,Clark County,7.88
17025,Illinois,Clay County,6.56
17027,Illinois,Clinton County,4.97
17029,Illinois,Coles County,2.58
17031,Illinois,Cook County,3.26
17033,Illinois,Crawford County,1.08
17035,Illinois,Cumberland County,1.21
17037,Illinois,DeKalb County,0.23
17039,Illinois,De Witt County,1.76
17041,Illinois,Douglas County,9.41
17043,Illinois,DuPage County,4.52
17045,Illinois,Edgar County,2.49
17047,Illinois,Edwards County,5.85
17049,Illinois,Effingham County,5.26
17051,Illinois,Fayette County,2.21
17053,Illinois,Ford County,3.1
17055,Illinois,Franklin County,3.01
17057,Illinois,Fulton County,4.29
17059,Illinois,Gallatin County,4.38
17061,Illinois,Greene County,6.13
17063,Illinois,Grundy County,1.48
17065,Illinois,Hamilton County,0.14
17067,Illinois,Hancock County,1.77
17069,Illinois,Hardin County,1.79
17071,Illinois,Henderson County,3.08
17073,Illinois,Henry County,5.03
17075,Illinois,Iroquois County,1.94
17077,Illinois,Jackson County,7.29
17079,Illinois,Jasper County,2.63
17081,Illinois,Jefferson County,7.7
17083,Illinois,Jersey County,0.58
17085,Illinois,Jo Daviess County,2.02
17087,Illinois,Johnson County,0.35
17089,Illinois,Kane County,7.4
17091,Illinois,Kankakee County,5.03
17093,Illinois,Kendall County,7.67
17095,Illinois,Knox County,4.9
17097,Illinois,Lake County,6.67
17099,Illinois,LaSalle County,8.02
17101,Illinois,Lawrence County,2.17
17103,Illinois,Lee County,0.25
17105,Illinois,Livingston County,2.86
17107,Illinois,Logan County,1.7
17109,Illinois,McDonough County,2.93
17111,Illinois,McHenry County,7.3
17113,Illinois,McLean County,0.73
17115,Illinois,Macon County,9.08
17117,Illinois,Macoupin County,0.8
17119,Illinois,Madison County,3.48
17121,Illinois,Marion County,0.08
17123,Illinois,Marshall County,1.11
17125,Illinois,Mason County,9.51
17127,Illinois,Massac County,6.52
17129,Illinois,Menard County,7.84
17131,Illinois,Mercer County,6
17133,Illinois,Monroe County,7.77
17135,Illinois,Montgomery County,7.38
17137,Illinois,Morgan County,9.13
17139,Illinois,Moultrie County,5.61
17141,Illinois,Ogle County,2.47
17143,Illinois,Peoria County,8.69
17145,Illinois,Perry County,0.39
17147,Illinois,Piatt County,8.38
17149,Illinois,Pike County,6.36
17151,Illinois,Pope County,2.41
17153,Illinois,Pulaski County,3.68
17155,Illinois,Putnam County,1.43
17157,Illinois,Randolph County,7.59
17159,Illinois,Richland County,0.48
17161,Illinois,Rock Island County,3.94
17163,Illinois,St. Clair County,1.19
17165,Illinois,Saline County,6.19
17167,Illinois,Sangamon County,2.7
17169,Illinois,Schuyler County,9.85
17171,Illinois,Scott County,3.58
17173,Illinois,Shelby County,0.65
17175,Illinois,Stark County,6.65
17177,Illinois,Stephenson County,0.42
17179,Illinois,Tazewell County,3.15
17181,Illinois,Union County,0.54
17183,Illinois,Vermilion County,0.22
17185,Illinois,Wabash County,4.75
17187,Illinois,Warren County,1.85
17189,Illinois,Washington County,1.01
17191,Illinois,Wayne County,5.13
17193,Illinois,White County,2.37
17195,Illinois,Whiteside County,9.91
17197,Illinois,Will County,7.81
17199,Illinois,Williamson County,7.3
17201,Illinois,Winnebago County,1.7
17203,Illinois,Woodford County,3.42
18001,Indiana,Adams County,9.77
18003,Indiana,Allen County,3.44
18005,Indiana,Bartholomew County,2.18
18007,Indiana,Benton County,4.95
18009,Indiana,Blackford County,0.04
18011,Indiana,Boone County,6.41
18013,Indiana,Brown County,8.24
18015,Indiana,Carroll County,5.23
18017,Indiana,Cass County,3.16
18019,Indiana,Clark County,4.03
18021,Indiana,Clay County,6.04
18023,Indiana,Clinton County,8.94
18025,Indiana,Crawford County,8.74
18027,Indiana,Daviess County,6.67
18029,Indiana,Dearborn County,4.1
18031,Indiana,Decatur County,9.62
18033,Indiana,DeKalb County,1.43
18035,Indiana,Delaware County,2.18
18037,Indiana,Dubois County,8.84
18039,Indiana,Elkhart County,0.48
18041,Indiana,Fayette County,9.78
18043,Indiana,Floyd County,6.33
18045,Indiana,Fountain County,3.04
18047,Indiana,Franklin County,7.7
18049,Indiana,Fulton County,1.11
18051,Indiana,Gibson County,1.3
18053,Indiana,Grant County,0.33
18055,Indiana,Greene County,5.83
18057,Indiana,Hamilton County,2.54
18059,Indiana,Hancock County,5.64
18061,Indiana,Harrison County,9.76
18063,Indiana,Hendricks County,2.32
18065,Indiana,Henry County,7.27
18067,Indiana,Howard County,8.92
18069,Indiana,Huntington County,1.47
18071,Indiana,Jackson County,7.34
18073,Indiana,Jasper County,0.13
18075,Indiana,Jay County,0.75
18077,Indiana,Jefferson County,8.99
18079,Indiana,Jennings County,6.99
18081,Indiana,Johnson County,5.11
18083,Indiana,Knox County,0.26
18085,Indiana,Kosciusko County,4.45
18087,Indiana,LaGrange County,2.32
18089,Indiana,Lake County,6.05
18091,Indiana,LaPorte County,0.16
18093,Indiana,Lawrence County,7.29
18095,Indiana,Madison County,1.87
18097,Indiana,Marion County,4.39
18099,Indiana,Marshall County,9.71
18101,Indiana,Martin County,1.69
18103,Indiana,Miami County,6.77
18105,Indiana,Monroe County,8.84
18107,Indiana,Montgomery County,2.27
18109,Indiana,Morgan County,0.6
18111,Indiana,Newton County,5.45
18113,Indiana,Noble County,8.02
18115,Indiana,Ohio County,8.57
18117,Indiana,Orange County,5.91
18119,Indiana,Owen County,5.03
18121,Indiana,Parke County,6.46
18123,Indiana,Perry County,9.8
18125,Indiana,Pike County,2.24
18127,Indiana,Porter County,1.49
18129,Indiana,Posey County,5.42
18131,Indiana,Pulaski County,7.06
18133,Indiana,Putnam County,9.03
18135,Indiana,Randolph County,1.31
18137,Indiana,Ripley County,0.25
18139,Indiana,Rush County,4.65
18141,Indiana,St. Joseph County,9.82
18143,Indiana,Scott County,7.27
18145,Indiana,Shelby County,2.01
18147,Indiana,Spencer County,3.34
18149,Indiana,Starke County,8.95
18151,Indiana,Steuben County,7.83
18153,Indiana,Sullivan County,1.31
18155,Indiana,Switzerland County,8.11
18157,Indiana,Tippecanoe County,9.12
18159,Indiana,Tipton County,6.65
