id,state,county,rate
02198,Alaska,Prince of Wales-Hyder Census Area,6.58
02220,Alaska,Sitka City and Borough,4.98
02230,Alaska,Skagway Municipality,2.13
02240,Alaska,Southeast Fairbanks Census Area,8.55
02261,Alaska,Valdez-Cordova Census Area,7.9
02275,Alaska,Wrangell City and Borough,8.21
02282,Alaska,Yakutat City and Borough,5.25
02290,Alaska,Yukon-Koyukuk Census Area,3.73
04001,Arizona,Apache County,5.47
04003,Arizona,Cochise County,3.97
04005,Arizona,Coconino County,9.45
04007,Arizona,Gila County,2.36
04009,Arizona,Graham County,4.44
04011,Arizona,Greenlee County,0.48
04012,Arizona,La Paz County,2.27
04013,Arizona,Maricopa County,4.5
04015,Arizona,Mohave County,4.63
04017,Arizona,Navajo County,0.37
04019,Arizona,Pima County,9.8
04021,Arizona,Pinal County,2.71
04023,Arizona,Santa Cruz County,3.77
04025,Arizona,Yavapai County,6.99
04027,Arizona,Yuma County,3.68
05001,Arkansas,Arkansas County,7.46
05003,Arkansas,Ashley County,6.22
05005,Arkansas,Baxter County,3.31
05007,Arkansas,Benton County,6.04
05009,Arkansas,Boone County,3.83
05011,Arkansas,Bradley County,5.7
05013,Arkansas,Calhoun County,2.01
05015,Arkansas,Carroll County,6.99
05017,Arkansas,Chicot County,0.62
05019,Arkansas,Clark County,5.92
05021,Arkansas,Clay County,2.2
05023,Arkansas,Cleburne County,3.93
05025,Arkansas,Cleveland County,2.24
05027,Arkansas,Columbia County,5.52
05029,Arkansas,Conway County,5.45
05031,Arkansas,Craighead County,5.7
05033,Arkansas,Crawford County,6.29
05035,Arkansas,Crittenden County,6.51
05037,Arkansas,Cross County,8.16
05039,Arkansas,Dallas County,8.36
05041,Arkansas,Desha County,8.49
05043,Arkansas,Drew County,9.43
05045,Arkansas,Faulkner County,9.95
05047,Arkansas,Franklin County,7.08
05049,Arkansas,Fulton County,6.84
05051,Arkansas,Garland County,3.88
05053,Arkansas,Grant County,7.05
05055,Arkansas,Greene County,0.44
05057,Arkansas,Hempstead County,7.1
05059,Arkansas,Hot Spring County,3.16
05061,Arkansas,Howard County,9.5
05063,Arkansas,Independence County,6.33
05065,Arkansas,Izard County,3.5
05067,Arkansas,Jackson County,8.28
05069,Arkansas,Jefferson County,1.16
05071,Arkansas,Johnson County,3.04
05073,Arkansas,Lafayette County,2.6
05075,Arkansas,Lawrence County,3.02
05077,Arkansas,Lee County,6.79
05079,Arkansas,Lincoln County,4.82
05081,Arkansas,Little River County,9.89
05083,Arkansas,Logan County,1.2
05085,Arkansas,Lonoke County,3.26
05087,Arkansas,Madison County,4.18
05089,Arkansas,Marion County,5.41
05091,Arkansas,Miller County,7.19
05093,Arkansas,Mississippi County,2.28
05095,Arkansas,Monroe County,3.56
05097,Arkansas,Montgomery County,1.51
05099,Arkansas,Nevada County,3.77
05101,Arkansas,Newton County,3.37
05103,Arkansas,Ouachita County,1.87
05105,Arkansas,Perry County,9.73
05107,Arkansas,Phillips County,0.59
05109,Arkansas,Pike County,5.24
05111,Arkansas,Poinsett County,8.64
05113,Arkansas,Polk County,0.62
05115,Arkansas,Pope County,7.37
05117,Arkansas,Prairie County,6.06
05119,Arkansas,Pulaski County,8.08
05121,Arkansas,Randolph County,2.28
05123,Arkansas,St. Francis County,0.43
05125,Arkansas,Saline County,3.12
05127,Arkansas,Scott County,7.29
05129,Arkansas,Searcy County,9.52
05131,Arkansas,Sebastian County,4.83
05133,Arkansas,Sevier County,0.91
05135,Arkansas,Sharp County,4.82
05137,Arkansas,Stone County,1.65
05139,Arkansas,Union County,9.94
05141,Arkansas,Van Buren County,6.53
05143,Arkansas,Washington County,9.06
05145,Arkansas,White County,9.72
05147,Arkansas,Woodruff County,5.16
05149,Arkansas,Yell County,8.49
06001,California,Alameda County,0.9
06003,California,Alpine County,3.23
06005,California,Amador County,7.41
06007,California,Butte County,2.46
06009,California,Calaveras County,0.28
06011,California,Colusa County,6.91
06013,California,Contra Costa County,4.44
06015,California,Del Norte County,9.96
06017,California,El Dorado County,3.83
06019,California,Fresno County,3.85
06021,California,Glenn County,2.55
06023,California,Humboldt County,0.28
06025,California,Imperial County,5.21
06027,California,Inyo County,7.36
06029,California,Kern County,4.89
06031,California,Kings County,4.33
06033,California,Lake County,0.63
06035,California,Lassen County,0.57
06037,California,Los Angeles County,4.57
06039,California,Madera County,9.96
06041,California,Marin County,7.72
06043,California,Mariposa County,7.32
06045,California,Mendocino County,2.12
06047,California,Merced County,7.88
06049,California,Modoc County,7.14
06051,California,Mono County,6.83
06053,California,Monterey County,9.24
06055,California,Napa County,3.01
06057,California,Nevada County,4.61
06059,California,Orange County,9.47
06061,California,Placer County,0.4
06063,California,Plumas County,8.23
06065,California,Riverside County,8.43
06067,California,Sacramento County,3.61
06069,California,San Benito County,6.02
06071,California,San Bernardino County,5.31
06073,California,San Diego County,0.53
06075,California,San Francisco County,6.15
06077,California,San Joaquin County,10
06079,California,San Luis Obispo County,1.73
06081,California,San Mateo County,6.48
06083,California,Santa Barbara County,6.14
06085,California,Santa Clara County,0.32
06087,California,Santa Cruz County,9.32
06089,California,Shasta County,7.37
06091,California,Sierra County,7.68
06093,California,Siskiyou County,7.35
06095,California,Solano County,0.5
06097,California,Sonoma County,7.98
06099,California,Stanislaus County,2.92
06101,California,Sutter County,8.41
06103,California,Tehama County,8.8
06105,California,Trinity County,6.86
06107,California,Tulare County,5.56
06109,California,Tuolumne County,8.05
06111,California,Ventura County,0.4
06113,California,Yolo County,1.06
06115,California,Yuba County,5.18
08001,Colorado,Adams County,0.11
08003,Colorado,Alamosa County,0.31
08005,Colorado,Arapahoe County,2.74
08007,Colorado,Archuleta County,8.06
08009,Colorado,Baca County,5.9
08011,Colorado,Bent County,9.18
08013,Colorado,Boulder County,8.36
08014,Colorado,Broomfield County,1.17
08015,Colorado,Chaffee County,1.9
08017,Colorado,Cheyenne County,5.4
08019,Colorado,Clear Creek County,0.13
08021,Colorado,Conejos County,8.53
08023,Colorado,Costilla County,2.37
08025,Colorado,Crowley County,9.35
08027,Colorado,Custer County,6.18
08029,Colorado,Delta County,0.54
08031,Colorado,Denver County,0.96
08033,Colorado,Dolores County,5.66
08035,Colorado,Douglas County,0.32
08037,Colorado,Eagle County,1.55
08039,Colorado,Elbert County,1.53
08041,Colorado,El Paso County,7.84
08043,Colorado,Fremont County,9.43
08045,Colorado,Garfield County,5.95
08047,Colorado,Gilpin County,4.33
08049,Colorado,Grand County,9.29
08051,Colorado,Gunnison County,4.57
08053,Colorado,Hinsdale County,8
08055,Colorado,Huerfano County,5.6
08057,Colorado,Jackson County,9.34
08059,Colorado,Jefferson County,0.32
08061,Colorado,Kiowa County,4.7
08063,Colorado,Kit Carson County,3.22
08065,Colorado,Lake County,8.1
08067,Colorado,La Plata County,2.67
08069,Colorado,Larimer County,8.59
08071,Colorado,Las Animas County,3.91
08073,Colorado,Lincoln County,1.72
08075,Colorado,Logan County,7.06
08077,Colorado,Mesa County,2.16
08079,Colorado,Mineral County,1.13
08081,Colorado,Moffat County,3.05
08083,Colorado,Montezuma County,9.04
08085,Colorado,Montrose County,5.65
08087,Colorado,Morgan County,0.46
08089,Colorado,Otero County,4.2
08091,Colorado,Ouray County,3.81
08093,Colorado,Park County,1.18
08095,Colorado,Phillips County,2.55
08097,Colorado,Pitkin County,2.38
08099,Colorado,Prowers County,0.92
08101,Colorado,Pueblo County,5.13
08103,Colorado,Rio Blanco County,5.55
08105,Colorado,Rio Grande County,0.71
08107,Colorado,Routt County,2.92
08109,Colorado,Saguache County,5.73
08111,Colorado,San Juan County,8.59
08113,Colorado,San Miguel County,2.54
08115,Colorado,Sedgwick County,8.34
08117,Colorado,Summit County,2.79
08119,Colorado,Teller County,7.07
08121,Colorado,Washington County,2.89
08123,Colorado,Weld County,2.51
08125,Colorado,Yuma County,7.42
09001,Connecticut,Fairfield County,1.86
09003,Connecticut,Hartford County,4.57
09005,Connecticut,Litchfield County,7.58
09007,Connecticut,Middlesex County,5.51
09009,Connecticut,New Haven County,5.64
09011,Connecticut,New London County,2.63
09013,Connecticut,Tolland County,0.03
09015,Connecticut,Windham County,0.9
10001,Delaware,Kent County,1.98
10003,Delaware,New Castle County,5.26
10005,Delaware,Sussex County,3.69
11001,District of Columbia,District of Columbia,5.33
12001,Florida,Alachua County,6.37
12003,Florida,Baker County,7.2
12005,Florida,Bay County,9.01
12007,Florida,Bradford County,8.81
12009,Florida,Brevard County,9.25
12011,Florida,Broward County,8.43
12013,Florida,Calhoun County,9.79
12015,Florida,Charlotte County,7.51
12017,Florida,Citrus County,6.64
12019,Florida,Clay County,0.6
12021,Florida,Collier County,5.83
12023,Florida,Columbia County,9.32
12027,Florida,DeSoto County,7.06
12029,Florida,Dixie County,3.19
12031,Florida,Duval County,9.38
12033,Florida,Escambia County,9.2
12035,Florida,Flagler County,2.26
12037,Florida,Franklin County,1.13
12039,Florida,Gadsden County,0.87
12041,Florida,Gilchrist County,5.54
12043,Florida,Glades County,3.37
12045,Florida,Gulf County,5.84
12047,Florida,Hamilton County,7.65
12049,Florida,Hardee County,0.26
12051,Florida,Hendry County,9.21
12053,Florida,Hernando County,3.84
12055,Florida,Highlands County,5.89
12057,Florida,Hillsborough County,6.74
12059,Florida,Holmes County,6.17
12061,Florida,Indian River County,6.77
12063,Florida,Jackson County,1.44
12065,Florida,Jefferson County,8.12
12067,Florida,Lafayette County,2.8
12069,Florida,Lake County,3.01
12071,Florida,Lee County,0.91
12073,Florida,Leon County,6.14
12075,Florida,Levy County,7.31
12077,Florida,Liberty County,8.76
12079,Florida,Madison County,1.87
12081,Florida,Manatee County,0.03
12083,Florida,Marion County,7.66
12085,Florida,Martin County,3.95
12086,Florida,Miami-Dade County,4.32
12087,Florida,Monroe County,4.89
12089,Florida,Nassau County,8.05
12091,Florida,Okaloosa County,7.21
12093,Florida,Okeechobee County,9.19
12095,Florida,Orange County,3.84
12097,Florida,Osceola County,1.46
12099,Florida,Palm Beach County,2.95
12101,Florida,Pasco County,2.92
12103,Florida,Pinellas County,3.37
12105,Florida,Polk County,2.63
12107,Florida,Putnam County,1.83
12109,Florida,St. Johns County,9.98
12111,Florida,St. Lucie County,6.44
12113,Florida,Santa Rosa County,7.14
12115,Florida,Sarasota County,0.48
12117,Florida,Seminole County,1.12
12119,Florida,Sumter County,5.69
12121,Florida,Suwannee County,9.51
12123,Florida,Taylor County,9.65
12125,Florida,Union County,1.28
12127,Florida,Volusia County,9.8
12129,Florida,Wakulla County,3.8
12131,Florida,Walton County,5.25
12133,Florida,Washington County,4.88
13001,Georgia,Appling County,3.09
13003,Georgia,Atkinson County,6.22
13005,Georgia,Bacon County,0.98
13007,Georgia,Baker County,6.48
13009,Georgia,Baldwin County,8.15
13011,Georgia,Banks County,9.71
13013,Georgia,Barrow County,8.11
13015,Georgia,Bartow County,7.96
13017,Georgia,Ben Hill County,3.53
13019,Georgia,Berrien County,5.78
13021,Georgia,Bibb County,5.63
13023,Georgia,Bleckley County,5.08
13025,Georgia,Brantley County,8.23
13027,Georgia,Brooks County,8.34
13029,Georgia,Bryan County,0.98
13031,Georgia,Bulloch County,5.87
13033,Georgia,Burke County,6.19
13035,Georgia,Butts County,7.56
13037,Georgia,Calhoun County,6.36
13039,Georgia,Camden County,1.54
13043,Georgia,Candler County,3.21
13045,Georgia,Carroll County,4.3
13047,Georgia,Catoosa County,5.39
13049,Georgia,Charlton County,4.05
13051,Georgia,Chatham County,3.5
13053,Georgia,Chattahoochee County,0.99
13055,Georgia,Chattooga County,9.1
13057,Georgia,Cherokee County,4.32
13059,Georgia,Clarke County,7.47
13061,Georgia,Clay County,2.61
13063,Georgia,Clayton County,1.33
13065,Georgia,Clinch County,1.69
13067,Georgia,Cobb County,9.8
13069,Georgia,Coffee County,9.72
13071,Georgia,Colquitt County,8.13
13073,Georgia,Columbia County,6.53
13075,Georgia,Cook County,6.91
13077,Georgia,Coweta County,0.21
13079,Georgia,Crawford County,5.38
13081,Georgia,Crisp County,0.66
13083,Georgia,Dade County,3.6
13085,Georgia,Dawson County,7.22
13087,Georgia,Decatur County,9.84
13089,Georgia,DeKalb County,6.81
13091,Georgia,Dodge County,7.68
13093,Georgia,Dooly County,9.13
13095,Georgia,Dougherty County,6.09
13097,Georgia,Douglas County,1.2
13099,Georgia,Early County,8.18
13101,Georgia,Echols County,0.01
13103,Georgia,Effingham County,3.2
13105,Georgia,Elbert County,5.39
13107,Georgia,Emanuel County,8.04
13109,Georgia,Evans County,8.36
13111,Georgia,Fannin County,5.72
13113,Georgia,Fayette County,8.94
13115,Georgia,Floyd County,5.15
13117,Georgia,Forsyth County,9.26
13119,Georgia,Franklin County,7.19
13121,Georgia,Fulton County,4.78
13123,Georgia,Gilmer County,9.78
13125,Georgia,Glascock County,7.18
13127,Georgia,Glynn County,2.28
13129,Georgia,Gordon County,7.03
13131,Georgia,Grady County,4.81
13133,Georgia,Greene County,8.88
13135,Georgia,Gwinnett County,0.21
13137,Georgia,Habersham County,9.37
13139,Georgia,Hall County,5.16
13141,Georgia,Hancock County,9.49
13143,Georgia,Haralson County,4.11
13145,Georgia,Harris County,4.68
13147,Georgia,Hart County,7.26
13149,Georgia,Heard County,0.11
13151,Georgia,Henry County,8.3
13153,Georgia,Houston County,1.09
13155,Georgia,Irwin County,4.96
13157,Georgia,Jackson County,8.69
13159,Georgia,Jasper County,5.41
13161,Georgia,Jeff Davis County,9.24
13163,Georgia,Jefferson County,3.28
13165,Georgia,Jenkins County,5.05
13167,Georgia,Johnson County,2.63
13169,Georgia,Jones County,4.54
13171,Georgia,Lamar County,1.84
13173,Georgia,Lanier County,8.14
13175,Georgia,Laurens County,7.39
13177,Georgia,Lee County,5.46
13179,Georgia,Liberty County,7.13
13181,Georgia,Lincoln County,5.1
13183,Georgia,Long County,7.87
13185,Georgia,Lowndes County,5.23
13187,Georgia,Lumpkin County,5.65
13189,Georgia,McDuffie County,2.06
13191,Georgia,McIntosh County,5.5
13193,Georgia,Macon County,9.76
13195,Georgia,Madison County,0.12
13197,Georgia,Marion County,4.96
13199,Georgia,Meriwether County,0.44
13201,Georgia,Miller County,7.51
13205,Georgia,Mitchell County,1.61
13207,Georgia,Monroe County,7.82
13209,Georgia,Montgomery County,2.96
13211,Georgia,Morgan County,5.45
13213,Georgia,Murray County,4.08
13215,Georgia,Muscogee County,1.57
13217,Georgia,Newton County,8.37
13219,Georgia,Oconee County,2.51
13221,Georgia,Oglethorpe County,1.02
13223,Georgia,Paulding County,3.55
13225,Georgia,Peach County,2.32
13227,Georgia,Pickens County,0.15
13229,Georgia,Pierce County,0.32
13231,Georgia,Pike County,4.22
13233,Georgia,Polk County,5.46
13235,Georgia,Pulaski County,1.11
13237,Georgia,Putnam County,3.98
13239,Georgia,Quitman County,8.16
13241,Georgia,Rabun County,9.73
13243,Georgia,Randolph County,7.67
13245,Georgia,Richmond County,6.54
13247,Georgia,Rockdale County,8.29
13249,Georgia,Schley County,9.25
13251,Georgia,Screven County,2.22
13253,Georgia,Seminole County,4.47
13255,Georgia,Spalding County,5.12
13257,Georgia,Stephens County,0.02
13259,Georgia,Stewart County,4.84
13261,Georgia,Sumter County,2.12
13263,Georgia,Talbot County,2.07
13265,Georgia,Taliaferro County,3.74
13267,Georgia,Tattnall County,5.61
13269,Georgia,Taylor County,5.74
13271,Georgia,Telfair County,3.3
13273,Georgia,Terrell County,0.92
13275,Georgia,Thomas County,5.7
13277,Georgia,Tift County,5.37
13279,Georgia,Toombs County,8.26
13281,Georgia,Towns County,3.62
13283,Georgia,Treutlen County,4.56
13285,Georgia,Troup County,7.81
13287,Georgia,Turner County,7.23
13289,Georgia,Twiggs County,4.32
13291,Georgia,Union County,4.21
13293,Georgia,Upson County,7.36
13295,Georgia,Walker County,0.16
13297,Georgia,Walton County,5.73
13299,Georgia,Ware County,9.91
13301,Georgia,Warren County,2.98
13303,Georgia,Washington County,5.55
13305,Georgia,Wayne County,0.94
13307,Georgia,Webster County,1.07
13309,Georgia,Wheeler County,0.33
13311,Georgia,White County,5.47
13313,Georgia,Whitfield County,5.7
13315,Georgia,Wilcox County,9.69
13317,Georgia,Wilkes County,5.93
13319,Georgia,Wilkinson County,5.11
13321,Georgia,Worth County,2.37
15001,Hawaii,Hawaii County,0.2
15003,Hawaii,Honolulu County,6.85
15007,Hawaii,Kauai County,2.29
15009,Hawaii,Maui County,9.85
16001,Idaho,Ada County,4.61
16003,Idaho,Adams County,5.34
16005,Idaho,Bannock County,9.69
16007,Idaho,Bear Lake County,4.75
16009,Idaho,Benewah County,0.51
16011,Idaho,Bingham County,0.24
16013,Idaho,Blaine County,4.78
16015,Idaho,Boise County,2.77
16017,Idaho,Bonner County,7.37
16019,Idaho,Bonneville County,2.32
16021,Idaho,Boundary County,3.28
16023,Idaho,Butte County,6.31
16025,Idaho,Camas County,1.94
16027,Idaho,Canyon County,3.22
16029,Idaho,Caribou County,3.83
16031,Idaho,Cassia County,7.69
16033,Idaho,Clark County,0.94
16035,Idaho,Clearwater County,7.64
16037,Idaho,Custer County,7.12
16039,Idaho,Elmore County,1.9
16041,Idaho,Franklin County,7.34
16043,Idaho,Fremont County,4.49
16045,Idaho,Gem County,3.99
16047,Idaho,Gooding County,3.85
16049,Idaho,Idaho County,2.48
16051,Idaho,Jefferson County,2.04
16053,Idaho,Jerome County,1.45
16055,Idaho,Kootenai County,5.29
16057,Idaho,Latah County,9.78
16059,Idaho,Lemhi County,9.98
16061,Idaho,Lewis County,2.89
16063,Idaho,Lincoln County,8.61
16065,Idaho,Madison County,2.03
16067,Idaho,Minidoka County,7.58
16069,Idaho,Nez Perce County,8.03
16071,Idaho,Oneida County,7.08
16073,Idaho,Owyhee County,1.83
16075,Idaho,Payette County,7.63
16077,Idaho,Power County,8.74
16079,Idaho,Shoshone County,6.72
16081,Idaho,Teton County,2.45
16083,Idaho,Twin Falls County,2.59
16085,Idaho,Valley County,1.07
16087,Idaho,Washington County,7.26
17001,Illinois,Adams County,4.25
17003,Illinois,Alexander County,4.91
17005,Illinois,Bond County,6.09
17007,Illinois,Boone County,1.45
17009,Illinois,Brown County,2.63
17011,Illinois,Bureau County,7.58
17013,Illinois,Calhoun County,8.85
17015,Illinois,Carroll County,1.71
17017,Illinois,Cass County,8.71
17019,Illinois,Champaign County,8.66
17021,Illinois,Christian County,7.24
17023,Illinois,Clark County,3.53
17025,Illinois,Clay County,7.37
17027,Illinois,Clinton County,0.27
17029,Illinois,Coles County,8.25
17031,Illinois,Cook County,2.63
17033,Illinois,Crawford County,3.64
17035,Illinois,Cumberland County,2.06
17037,Illinois,DeKalb County,6.49
17039,Illinois,De Witt County,5.59
17041,Illinois,Douglas County,7.9
17043,Illinois,DuPage County,4.99
17045,Illinois,Edgar County,9.25
17047,Illinois,Edwards County,5.14
17049,Illinois,Effingham County,9.73
17051,Illinois,Fayette County,5.72
17053,Illinois,Ford County,1.3
17055,Illinois,Franklin County,0.89
17057,Illinois,Fulton County,2.79
17059,Illinois,Gallatin County,6.82
17061,Illinois,Greene County,4.86
17063,Illinois,Grundy County,6.73
17065,Illinois,Hamilton County,2.91
17067,Illinois,Hancock County,9.3
17069,Illinois,Hardin County,8.39
17071,Illinois,Henderson County,4.17
17073,Illinois,Henry County,5.93
17075,Illinois,Iroquois County,1.6
17077,Illinois,Jackson County,4.43
17079,Illinois,Jasper County,1.05
17081,Illinois,Jefferson County,2.05
17083,Illinois,Jersey County,2.07
17085,Illinois,Jo Daviess County,6.52
17087,Illinois,Johnson County,1.76
17089,Illinois,Kane County,9.84
17091,Illinois,Kankakee County,1.72
17093,Illinois,Kendall County,9.2
17095,Illinois,Knox County,4.36
17097,Illinois,Lake County,7.51
17099,Illinois,LaSalle County,8.4
17101,Illinois,Lawrence County,3.86
17103,Illinois,Lee County,4.39
17105,Illinois,Livingston County,8.08
17107,Illinois,Logan County,3.03
17109,Illinois,McDonough County,9.53
17111,Illinois,McHenry County,3.17
17113,Illinois,McLean County,7.51
17115,Illinois,Macon County,8.42
17117,Illinois,Macoupin County,3.84
17119,Illinois,Madison County,8.69
17121,Illinois,Marion County,1.58
17123,Illinois,Marshall County,9.8
17125,Illinois,Mason County,0.67
17127,Illinois,Massac County,5.87
17129,Illinois,Menard County,5.85
17131,Illinois,Mercer County,4.25
17133,Illinois,Monroe County,7.95
17135,Illinois,Montgomery County,8.93
17137,Illinois,Morgan County,6.1
17139,Illinois,Moultrie County,3.2
17141,Illinois,Ogle County,5.05
17143,Illinois,Peoria County,5.77
17145,Illinois,Perry County,6.52
17147,Illinois,Piatt County,5.62
17149,Illinois,Pike County,6.15
17151,Illinois,Pope County,7.61
17153,Illinois,Pulaski County,7.89
17155,Illinois,Putnam County,0.32
17157,Illinois,Randolph County,7.54
17159,Illinois,Richland County,1.18
17161,Illinois,Rock Island County,8.26
17163,Illinois,St. Clair County,6.35
17165,Illinois,Saline County,5.89
17167,Illinois,Sangamon County,3.68
17169,Illinois,Schuyler County,2.53
17171,Illinois,Scott County,6.51
17173,Illinois,Shelby County,5.36
17175,Illinois,Stark County,8.38
17177,Illinois,Stephenson County,3.21
17179,Illinois,Tazewell County,2.89
17181,Illinois,Union County,5.21
17183,Illinois,Vermilion County,6.82
17185,Illinois,Wabash County,5.06
17187,Illinois,Warren County,8.72
17189,Illinois,Washington County,2.9
17191,Illinois,Wayne County,5.56
17193,Illinois,White County,1.36
17195,Illinois,Whiteside County,5.28
17197,Illinois,Will County,9.14
17199,Illinois,Williamson County,4.99
17201,Illinois,Winnebago County,6.11
17203,Illinois,Woodford County,7.33
18001,Indiana,Adams County,8.66
18003,Indiana,Allen County,7.25
18005,Indiana,Bartholomew County,0.52
18007,Indiana,Benton County,1.36
18009,Indiana,Blackford County,8.28
18011,Indiana,Boone County,0.71
18013,Indiana,Brown County,7.33
18015,Indiana,Carroll County,5.42
18017,Indiana,Cass County,6.62
18019,Indiana,Clark County,9.34
18021,Indiana,Clay County,8.81
18023,Indiana,Clinton County,7.43
18025,Indiana,Crawford County,4
18027,Indiana,Daviess County,9.23
18029,Indiana,Dearborn County,6.49
18031,Indiana,Decatur County,3.19
18033,Indiana,DeKalb County,5.42
18035,Indiana,Delaware County,2.18
18037,Indiana,Dubois County,8.81
18039,Indiana,Elkhart County,1.52
18041,Indiana,Fayette County,1.53
18043,Indiana,Floyd County,9.61
18045,Indiana,Fountain County,4.49
18047,Indiana,Franklin County,5.23
18049,Indiana,Fulton County,1.14
18051,Indiana,Gibson County,4.81
18053,Indiana,Grant County,1.41
18055,Indiana,Greene County,1.01
18057,Indiana,Hamilton County,4.74
18059,Indiana,Hancock County,3.28
18061,Indiana,Harrison County,1.44
18063,Indiana,Hendricks County,6.11
18065,Indiana,Henry County,3.75
18067,Indiana,Howard County,0.41
18069,Indiana,Huntington County,4.69
18071,Indiana,Jackson County,0.13
18073,Indiana,Jasper County,5.68
18075,Indiana,Jay County,5.45
18077,Indiana,Jefferson County,1.24
18079,Indiana,Jennings County,9.49
18081,Indiana,Johnson County,9.52
18083,Indiana,Knox County,7.45
18085,Indiana,Kosciusko County,9.14
18087,Indiana,LaGrange County,0.22
18089,Indiana,Lake County,5.14
18091,Indiana,LaPorte County,5.1
18093,Indiana,Lawrence County,5.14
18095,Indiana,Madison County,8.96
18097,Indiana,Marion County,7.86
18099,Indiana,Marshall County,0.49
18101,Indiana,Martin County,1.23
18103,Indiana,Miami County,2.55
18105,Indiana,Monroe County,7.76
18107,Indiana,Montgomery County,4.82
18109,Indiana,Morgan County,1.22
18111,Indiana,Newton County,8.85
18113,Indiana,Noble County,0.43
18115,Indiana,Ohio County,0.63
18117,Indiana,Orange County,4.72
18119,Indiana,Owen County,1.68
18121,Indiana,Parke County,5.72
18123,Indiana,Perry County,9.3
18125,Indiana,Pike County,8.79
18127,Indiana,Porter County,2.14
18129,Indiana,Posey County,8.72
18131,Indiana,Pulaski County,2.74
18133,Indiana,Putnam County,5.57
18135,Indiana,Randolph County,5.22
18137,Indiana,Ripley County,7.28
18139,Indiana,Rush County,0.92
18141,Indiana,St. Joseph County,7.53
18143,Indiana,Scott County,1.88
18145,Indiana,Shelby County,9.03
18147,Indiana,Spencer County,6.94
18149,Indiana,Starke County,4.87
18151,Indiana,Steuben County,6.8
18153,Indiana,Sullivan County,5.37
18155,Indiana,Switzerland County,4.32
18157,Indiana,Tippecanoe County,2.32
